compound,actual,prediction,pred errs
Dimethyl Disulfide,,276.01,13.55
Dimethyl Disulfide,,276.01,13.55
Diethyl Disulfide,,372.99,12.88
Diethyl Disulfide,,372.99,12.88
Dipropyl Disulfide,,500.08,13.03
Acetonitrile,,144.37,8.34
Acetonitrile,,144.37,8.34
Acetonitrile,,144.37,8.34
Acetonitrile,,144.37,8.34
Acetonitrile,,144.37,8.34
Acetonitrile,,144.37,8.34
Acetonitrile,,144.37,8.34
Acetonitrile,,144.37,8.34
Acetonitrile,,144.37,8.34
Acetonitrile,,144.37,8.34
Propanenitrile,,209.88,19.24
Propanenitrile,,209.88,19.24
Butanenitrile,,273.43,19.29
Butanenitrile,,273.43,19.29
2-Methylpropanenitrile,,267.08,13.69
Pentanenitrile,,336.97,19.34
Butanedinitrile,,163.79,26.92
Pentanedinitrile,,227.34,26.95
Pentanedinitrile,,227.34,26.95
Hexanedinitrile,,290.89,26.99
1-Hexene,,479.82,15.14
1-Octene,,606.92,15.26
Benzene,,281.25,5.28
Methylbenzene,,318.52,6.81
Ethylbenzene,,390.45,6.37
cumene,,527.75,6.67
n-Butylbenzene,,517.54,6.65
n-Pentylbenzene,,581.09,6.79
n-Hexylbenzene,,644.64,6.93
Cyclopentene,,204.42,2.82
2-Cyclohexen-1-ol,,236.13,12.53
2-Cyclohexen-1-ol,,236.13,12.53
Ethenylbenzene,,385.07,12.43
Ethenylbenzene,,385.07,12.43
4-Ethenylcyclohexene,,400.93,25.69
Indane,,311.83,6.3
Tetralin,,379.97,6.51
Tetralin,,379.97,6.51
Methane,,220.08,6.56
Ethane,,291.33,10.72
Propane,,319.51,4.24
n-Butane,,383.06,4.46
n-Pentane,,446.61,4.67
n-Hexane,,510.15,4.86
n-Heptane,,573.7,5.05
n-Octane,,637.25,5.24
n-Nonane,,700.79,5.41
n-Decane,,764.34,5.58
n-Undecane,,827.89,5.75
n-Dodecane,,891.44,5.91
n-Tridecane,,954.98,6.07
n-Tetradecane,,1018.53,6.22
2-Methylpropane,,378.68,11.58
"2,2-Dimethylpropane",,441.86,15.07
2-Methylbutane,,442.22,11.66
"2,2-Dimethylbutane",,505.41,15.13
"2,3-Dimethylbutane",,501.39,15.87
2-Methylpentane,,505.77,11.74
3-Methylpentane,,505.77,11.74
"2,2-Dimethylpentane",,568.96,15.19
"2,3-Dimethylpentane",,564.94,15.93
"2,4-Dimethylpentane",,564.94,15.93
2-Methylhexane,,569.32,11.82
"3,3-Dimethylpentane",,568.96,15.19
3-Methylhexane,,569.32,11.82
"2,2,4-Trimethylpentane",,628.12,18.62
"2,3,4-Trimethylpentane",,624.1,19.23
3-Methylheptane,,632.87,11.9
"2,2,5-Trimethylhexane",,691.67,18.67
2-Methyloctane,,696.41,11.98
4-Methyloctane,,696.41,11.98
Ethene,,237.0,18.56
Propene,,289.18,14.95
"1,3-Butadiene",,322.4,20.76
1-Butene,,352.73,15.01
2-Methyl-1-propene,,365.0,25.62
"1,4-Pentadiene",,385.94,20.8
"2-Methyl-1,3-butadiene",,398.22,29.39
1-Pentene,,416.28,15.07
2-Methyl-2-butene,,427.61,25.05
2-Pentene,,415.34,14.02
3-Methyl-1-butene,,411.89,18.48
"1,5-Hexadiene",,449.49,20.85
4-Methyl-1-pentene,,475.44,18.53
2-Methyl-1-pentene,,492.09,25.69
1-Hexene,,479.82,15.14
"1,6-Heptadiene",,513.04,20.89
1-Heptene,,543.37,15.2
2-Heptene,,542.44,14.15
1-Octene,,606.92,15.26
1-Nonene,,670.46,15.32
Ethyne,,154.0,34.94
Propyne,,203.0,23.12
1-Butyne,,266.55,23.16
1-Pentyne,,330.09,23.2
1-Hexyne,,393.64,23.24
3-Hexyne,,400.24,14.0
"1,6-Heptadiyne",,340.68,32.53
1-Heptyne,,457.19,23.28
2-Heptyne,,463.79,14.07
2-Methyl-3-hexyne,,459.41,17.66
1-Octyne,,520.73,23.32
"2,2-Dimethyl-3-hexyne",,522.59,20.12
"1,8-Nonadiyne",,467.77,32.59
1-Nonyne,,584.28,23.36
"2,2,5-Trimethyl-3-hexyne",,581.76,22.82
"2,2,5,5-Tetramethyl-3-hexyne",,644.95,24.78
Benzene,,281.25,5.28
Methylbenzene,,318.52,6.81
"1,2-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
Ethylbenzene,,390.45,6.37
"1,3,5-Trimethylbenzene",,393.08,9.14
1-Ethyl-2-methylbenzene,,427.73,7.69
"1,2,3-Trimethylbenzene",,393.08,9.14
"1,2,4-Trimethylbenzene",,393.08,9.14
cumene,,527.75,6.67
n-Propylbenzene,,454.0,6.51
"1,1-Dimethylethylbenzene",,655.74,7.25
"1,2,4,5-Tetramethylbenzene",,430.35,10.1
1-Methyl-2-(1-methylethyl)benzene,,565.03,7.94
1-Methyl-3-(1-methylethyl)benzene,,565.03,7.94
1-Methyl-4-(1-methylethyl)benzene,,565.03,7.94
sec-Butylbenzene,,591.3,6.81
2-Methylpropylbenzene,,513.16,12.59
n-Butylbenzene,,517.54,6.65
n-Pentylbenzene,,581.09,6.79
"1,3,5-Triethylbenzene",,608.86,8.12
n-Hexylbenzene,,644.64,6.93
n-Decylbenzene,,898.83,7.45
Cyclopropane,,303.0,18.56
Cyclopentane,,340.7,3.64
Cyclohexane,,408.85,3.99
Methylcyclopentane,,435.86,21.34
Cycloheptane,,476.99,4.31
Methylcyclohexane,,504.0,21.4
"1,1,3-Trimethylcyclopentane",,623.68,21.65
Cyclooctane,,545.13,4.61
Propylcyclopentane,,562.95,21.43
"1,1,3-Trimethylcyclohexane",,691.82,21.71
Pentylcyclopentane,,690.05,21.51
"1,3-Cyclopentadiene",,68.14,1.63
Cyclopentene,,204.42,2.82
"1,4-Cyclohexadiene",,136.28,2.3
Cyclohexene,,272.56,3.26
"1,3,5-Cycloheptatriene",,68.14,1.63
1-Methylcyclohexene,,400.55,4.32
Cycloheptene,,340.7,3.64
Methanol,,128.11,10.65
Ethanol,,205.97,10.56
n-Propanol,,269.52,10.65
n-Butanol,,333.06,10.73
1-Pentanol,,396.61,10.82
n-Hexanol,,460.16,10.91
n-Heptanol,,523.7,10.99
n-Octanol,,587.25,11.08
1-Nonanol,,650.8,11.16
1-Decanol,,714.35,11.25
1-Undecanol,,777.89,11.33
1-Dodecanol,,841.44,11.41
2-Propanol,,287.68,12.86
2-Butanol,,351.22,12.93
2-Methyl-1-propanol,,328.68,15.14
2-Methyl-2-propanol,,356.05,14.92
"2,2-Dimethyl-1-propanol",,391.87,17.95
2-Methyl-1-butanol,,392.23,15.21
2-Methyl-2-butanol,,419.6,14.98
2-Pentanol,,414.77,13.0
3-Methyl-1-butanol,,392.23,15.21
3-Pentanol,,414.77,13.0
"2,3-Dimethyl-2-butanol",,478.76,18.45
2-Ethyl-1-butanol,,455.78,15.27
2-Hexanol,,478.32,13.07
2-Methyl-1-pentanol,,455.78,15.27
3-Hexanol,,478.32,13.07
3-Methyl-2-pentanol,,473.93,16.88
3-Methyl-3-pentanol,,483.14,15.05
4-Methyl-2-pentanol,,473.93,16.88
3-Heptanol,,541.86,13.14
2-Heptanol,,541.86,13.14
3-Ethyl-3-Pentanol,,546.69,15.11
4-Heptanol,,541.86,13.14
2-Ethyl-1-Hexanol,,582.87,15.39
2-Octanol,,605.41,13.22
3-Octanol,,605.41,13.22
2-Propen-1-ol,,239.19,17.85
2-Buten-1-ol,,301.8,17.03
3-Buten-1-ol,,302.73,17.91
3-Pentyn-1-ol,,286.7,17.01
4-Penten-1-ol,,366.28,17.96
Cyclobutanol,,236.13,12.53
Cyclopropanemethanol,,77.99,10.17
Cyclopentanol,,304.27,12.64
1-Cyclopropyl ethanol,,141.53,10.26
Cyclohexanol,,372.41,12.74
Cyclopentanemethanol,,385.86,23.47
Cycloheptanol,,440.56,12.85
Cyclohexanemethanol,,454.0,23.52
Cyclopentylethanol,,449.41,23.51
Cyclooctanol,,508.7,12.95
Acetone,,168.19,9.26
2-Butanone,,228.41,11.99
2-Pentanone,,291.95,12.07
3-Methyl-2-butanone,,290.9,14.27
3-Pentanone,,288.63,14.21
2-Hexanone,,355.5,12.15
2-Methyl-3-pentanone,,351.12,16.18
"3,3-Dimethyl-2-butanone",,326.36,28.23
3-Hexanone,,352.18,14.27
3-Methyl-2-pentanone,,354.45,14.33
4-Methyl-2-pentanone,,351.12,16.18
2-Heptanone,,419.05,12.22
4-Heptanone,,415.72,14.34
"2,4-Dimethyl-3-pentanone",,413.61,17.93
2-Octanone,,482.6,12.3
"2,6-Dimethyl-4-heptanone",,534.05,20.92
2-Nonanone,,546.14,12.38
2-Decanone,,609.69,12.45
2-Undecanone,,673.24,12.53
Methoxymethane,,147.87,12.76
Methoxyethane,,225.73,12.67
1-Methoxypropane,,289.28,12.75
2-Methoxypropane,,289.28,25.38
Diethyl ether,,303.6,12.59
1-Methoxy-2-methylpropane,,348.45,16.69
2-Ethoxypropane,,367.14,25.34
2-Methoxy-2-Methylpropane,,330.0,22.33
1-Methoxybutane,,352.83,12.82
1-Ethoxypropane,,362.89,14.22
2-Methoxybutane,,352.82,25.42
1-Methoxypentane,,416.37,12.89
Isopropyl Propyl Ether,,422.17,26.98
1-Ethoxybutane,,426.43,14.29
2-Ethoxy-2-methylpropane,,407.86,22.29
2-Methoxy-2-methylbutane,,393.55,22.37
1-Propoxybutane,,494.24,12.81
1-Methoxyhexane,,479.92,12.97
2-Ethoxy-2-methylbutane,,467.15,23.25
"1,2-Dimethoxyethane",,246.48,23.79
"1,3-Dimethoxypropane",,259.05,17.52
1-Ethoxy-2-methoxyethane,,320.08,24.61
"1,2-Diethoxyethane",,393.69,25.41
1-Methoxy-2-propoxyethane,,387.89,23.79
"1,4-Dimethoxybutane",,322.6,17.58
1-Butoxy-2-methoxypropane,,464.0,28.11
"1,5-Dimethoxypentane",,386.14,17.63
"1,3-Diethoxypropane",,406.26,19.66
"1,4-Diethoxybutane",,469.81,19.71
"1,2-Dipropoxyethane",,529.3,23.78
"1,2-Dibutoxyethane",,656.39,23.86
Anesthenyl,,179.64,19.69
"1,1-Dimethoxyethane",,261.93,14.58
"1,1-Diethoxymethane",,335.36,19.58
"1,1-Diethoxyethane",,417.65,14.44
Diglyme,,345.09,31.14
Diethylene glycol diethyl ether,,492.3,32.39
Triglyme,,443.69,37.05
Diethylene glycol dibutyl ether,,755.0,31.19
Tetraglyme,,542.3,42.14
Alpha-Phellandrene,,482.13,23.94
Alpha-pinene,,383.95,4.92
Alpha-Terpinene,,514.96,11.8
Beta-myrcene,,696.96,38.45
Beta-pinene,,369.25,11.93
Camphene,,505.53,12.15
Gamma-Terpinene,,514.96,11.8
Limonene,,604.74,33.18
Sabinene,,500.26,16.04
Terpinolene,,584.12,23.37
Tricyclene,,383.95,4.92
Methyl Formate,,161.57,13.97
Ethyl Formate,,239.43,13.89
Propyl Formate,,302.98,13.96
Isopropyl Formate,,302.97,26.01
Isobutyl Formate,,362.14,17.63
Butyl Formate,,366.52,14.03
Isopentyl Formate,,425.69,17.69
Pentyl Formate,,430.07,14.1
Hexyl Formate,,493.62,14.16
Methyl Acetate,,196.97,12.16
Ethyl Acetate,,274.83,12.08
Isopropyl Acetate,,338.37,25.09
Propyl Acetate,,334.12,13.77
Isobutyl Acetate,,397.54,16.24
Butyl Acetate,,397.67,13.84
tert-Butyl Acetate,,379.09,22.0
sec-Butyl Acetate,,397.66,25.94
n-Pentyl Acetate,,461.21,13.9
Isopentyl Acetate,,456.83,17.53
n-Hexyl Acetate,,524.76,13.97
Methyl Propionate,,257.19,14.35
Ethyl Propionate,,330.79,15.68
Propyl Propionate,,398.6,14.35
Isopropyl Propionate,,390.08,27.77
Isobutyl Propionate,,457.76,17.94
Butyl Propionate,,462.14,14.41
Pentyl Propionate,,525.69,14.48
Methyl Butyrate,,320.73,14.42
Ethyl Butyrate,,394.34,15.74
Isopropyl Butyrate,,453.63,27.8
Propyl Butyrate,,462.14,14.41
Butyl Butyrate,,525.69,14.48
Isobutyl Butyrate,,521.31,17.99
Methyl Isobutyrate,,319.68,16.3
Ethyl Isobutyrate,,397.54,16.24
Isobutyl Isobutyrate,,520.25,19.54
Methyl Pentanoate,,384.28,14.48
Ethyl Pentanoate,,457.89,15.8
Butyl Pentanoate,,589.24,14.54
Ethyl Isopentanoate,,453.51,19.07
Methyl Pivalate,,355.14,29.31
Ethyl Pivalate,,433.0,29.27
Methyl Hexanoate,,447.83,14.55
Ethyl Hexanoate,,521.43,15.86
Methyl Heptanoate,,511.38,14.61
Methyl Octanoate,,574.92,14.68
Ethyl Octanoate,,648.53,15.97
Ethyl 2-Methylbutanoate,,461.09,16.3
Methyl Nonanoate,,638.47,14.74
Ethyl Decanoate,,775.62,16.09
Methanethiol,,217.97,18.05
Ethanethiol,,266.45,17.8
1-Propanethiol,,330.0,17.85
1-Butanethiol,,393.55,17.91
1-Pentanethiol,,457.09,17.96
1-Hexanethiol,,520.64,18.01
1-Heptanethiol,,584.19,18.06
2-Butanethiol,,423.55,17.3
2-Methyl-2-propanethiol,,487.98,17.48
3-Methylbutanethiol,,452.71,20.9
Dimethyl Sulfide,,237.99,11.92
Diethyl Sulfide,,334.96,11.15
Methyl propyl Sulfide,,350.02,11.62
Diisopropyl Sulfide,,522.06,9.26
Dipropyl Sulfide,,462.05,11.32
Carbon Disulfide,,0.0,0.0
Dimethyl Disulfide,,276.01,13.55
Diethyl Disulfide,,372.99,12.88
Dimethyl Trisulfide,,276.01,13.55
Dipropyl Disulfide,,500.08,13.03
Acetonitrile,,144.37,8.34
Propanenitrile,,209.88,19.24
Butanenitrile,,273.43,19.29
2-Methylpropanenitrile,,267.08,13.69
Pentanenitrile,,336.97,19.34
Hexanenitrile,,400.52,19.39
Octanenitrile,,527.61,19.49
Butanedinitrile,,163.79,26.92
Pentanedinitrile,,227.34,26.95
Hexanedinitrile,,290.89,26.99
Methane,,220.08,6.56
Ethane,,291.33,10.72
Propane,,319.51,4.24
n-Butane,,383.06,4.46
n-Pentane,,446.61,4.67
n-Hexane,,510.15,4.86
n-Heptane,,573.7,5.05
n-Octane,,637.25,5.24
n-Nonane,,700.79,5.41
n-Decane,,764.34,5.58
n-Undecane,,827.89,5.75
n-Dodecane,,891.44,5.91
n-Tridecane,,954.98,6.07
n-Tetradecane,,1018.53,6.22
2-Methylpropane,,378.68,11.58
"2,2-Dimethylpropane",,441.86,15.07
2-Methylbutane,,442.22,11.66
"2,2-Dimethylbutane",,505.41,15.13
"2,3-Dimethylbutane",,501.39,15.87
2-Methylpentane,,505.77,11.74
3-Methylpentane,,505.77,11.74
"2,2-Dimethylpentane",,568.96,15.19
"2,3-Dimethylpentane",,564.94,15.93
"2,4-Dimethylpentane",,564.94,15.93
2-Methylhexane,,569.32,11.82
"3,3-Dimethylpentane",,568.96,15.19
3-Methylhexane,,569.32,11.82
"2,2,4-Trimethylpentane",,628.12,18.62
"2,3,4-Trimethylpentane",,624.1,19.23
3-Methylheptane,,632.87,11.9
"2,2,5-Trimethylhexane",,691.67,18.67
2-Methyloctane,,696.41,11.98
4-Methyloctane,,696.41,11.98
Ethene,,237.0,18.56
Propene,,289.18,14.95
"1,3-Butadiene",,322.4,20.76
1-Butene,,352.73,15.01
2-Methyl-1-propene,,365.0,25.62
"1,4-Pentadiene",,385.94,20.8
"2-Methyl-1,3-butadiene",,398.22,29.39
1-Pentene,,416.28,15.07
2-Methyl-2-butene,,427.61,25.05
2-Pentene,,415.34,14.02
3-Methyl-1-butene,,411.89,18.48
"1,5-Hexadiene",,449.49,20.85
4-Methyl-1-pentene,,475.44,18.53
2-Methyl-1-pentene,,492.09,25.69
1-Hexene,,479.82,15.14
"1,6-Heptadiene",,513.04,20.89
1-Heptene,,543.37,15.2
2-Heptene,,542.44,14.15
1-Octene,,606.92,15.26
1-Nonene,,670.46,15.32
Ethyne,,154.0,34.94
Propyne,,203.0,23.12
1-Butyne,,266.55,23.16
1-Pentyne,,330.09,23.2
1-Hexyne,,393.64,23.24
3-Hexyne,,400.24,14.0
"1,6-Heptadiyne",,340.68,32.53
1-Heptyne,,457.19,23.28
2-Heptyne,,463.79,14.07
2-Methyl-3-hexyne,,459.41,17.66
1-Octyne,,520.73,23.32
"2,2-Dimethyl-3-hexyne",,522.59,20.12
"1,8-Nonadiyne",,467.77,32.59
1-Nonyne,,584.28,23.36
"2,2,5-Trimethyl-3-hexyne",,581.76,22.82
"2,2,5,5-Tetramethyl-3-hexyne",,644.95,24.78
Benzene,,281.25,5.28
Methylbenzene,,318.52,6.81
"1,2-Dimethylbenzene",,355.8,8.06
"1,3-Dimethylbenzene",,355.8,8.06
"1,4-Dimethylbenzene",,355.8,8.06
Ethylbenzene,,390.45,6.37
"1,3,5-Trimethylbenzene",,393.08,9.14
1-Ethyl-2-methylbenzene,,427.73,7.69
"1,2,3-Trimethylbenzene",,393.08,9.14
"1,2,4-Trimethylbenzene",,393.08,9.14
cumene,,527.75,6.67
n-Propylbenzene,,454.0,6.51
"1,1-Dimethylethylbenzene",,655.74,7.25
"1,2,4,5-Tetramethylbenzene",,430.35,10.1
1-Methyl-2-(1-methylethyl)benzene,,565.03,7.94
1-Methyl-3-(1-methylethyl)benzene,,565.03,7.94
1-Methyl-4-(1-methylethyl)benzene,,565.03,7.94
sec-Butylbenzene,,591.3,6.81
2-Methylpropylbenzene,,513.16,12.59
n-Butylbenzene,,517.54,6.65
n-Pentylbenzene,,581.09,6.79
"1,3,5-Triethylbenzene",,608.86,8.12
n-Hexylbenzene,,644.64,6.93
n-Decylbenzene,,898.83,7.45
Cyclopropane,,303.0,18.56
Cyclopentane,,340.7,3.64
Cyclohexane,,408.85,3.99
Methylcyclopentane,,435.86,21.34
Cycloheptane,,476.99,4.31
Methylcyclohexane,,504.0,21.4
"1,1,3-Trimethylcyclopentane",,623.68,21.65
Cyclooctane,,545.13,4.61
Propylcyclopentane,,562.95,21.43
"1,1,3-Trimethylcyclohexane",,691.82,21.71
Pentylcyclopentane,,690.05,21.51
"1,3-Cyclopentadiene",,68.14,1.63
Cyclopentene,,204.42,2.82
"1,4-Cyclohexadiene",,136.28,2.3
Cyclohexene,,272.56,3.26
"1,3,5-Cycloheptatriene",,68.14,1.63
1-Methylcyclohexene,,400.55,4.32
Cycloheptene,,340.7,3.64
Methanol,,128.11,10.65
Ethanol,,205.97,10.56
n-Propanol,,269.52,10.65
n-Butanol,,333.06,10.73
1-Pentanol,,396.61,10.82
n-Hexanol,,460.16,10.91
n-Heptanol,,523.7,10.99
n-Octanol,,587.25,11.08
1-Nonanol,,650.8,11.16
1-Decanol,,714.35,11.25
1-Undecanol,,777.89,11.33
1-Dodecanol,,841.44,11.41
2-Propanol,,287.68,12.86
2-Butanol,,351.22,12.93
2-Methyl-1-propanol,,328.68,15.14
2-Methyl-2-propanol,,356.05,14.92
"2,2-Dimethyl-1-propanol",,391.87,17.95
2-Methyl-1-butanol,,392.23,15.21
2-Methyl-2-butanol,,419.6,14.98
2-Pentanol,,414.77,13.0
3-Methyl-1-butanol,,392.23,15.21
3-Pentanol,,414.77,13.0
"2,3-Dimethyl-2-butanol",,478.76,18.45
2-Ethyl-1-butanol,,455.78,15.27
2-Hexanol,,478.32,13.07
2-Methyl-1-pentanol,,455.78,15.27
3-Hexanol,,478.32,13.07
3-Methyl-2-pentanol,,473.93,16.88
3-Methyl-3-pentanol,,483.14,15.05
4-Methyl-2-pentanol,,473.93,16.88
3-Heptanol,,541.86,13.14
2-Heptanol,,541.86,13.14
3-Ethyl-3-Pentanol,,546.69,15.11
4-Heptanol,,541.86,13.14
2-Ethyl-1-Hexanol,,582.87,15.39
2-Octanol,,605.41,13.22
3-Octanol,,605.41,13.22
2-Propen-1-ol,,239.19,17.85
2-Buten-1-ol,,301.8,17.03
3-Buten-1-ol,,302.73,17.91
3-Pentyn-1-ol,,286.7,17.01
4-Penten-1-ol,,366.28,17.96
Cyclobutanol,,236.13,12.53
Cyclopropanemethanol,,77.99,10.17
Cyclopentanol,,304.27,12.64
1-Cyclopropyl ethanol,,141.53,10.26
Cyclohexanol,,372.41,12.74
Cyclopentanemethanol,,385.86,23.47
Cycloheptanol,,440.56,12.85
Cyclopentylethanol,,449.41,23.51
Cyclooctanol,,508.7,12.95
Acetone,,168.19,9.26
2-Butanone,,228.41,11.99
2-Pentanone,,291.95,12.07
3-Methyl-2-butanone,,290.9,14.27
3-Pentanone,,288.63,14.21
2-Hexanone,,355.5,12.15
2-Methyl-3-pentanone,,351.12,16.18
"3,3-Dimethyl-2-butanone",,326.36,28.23
3-Hexanone,,352.18,14.27
3-Methyl-2-pentanone,,354.45,14.33
4-Methyl-2-pentanone,,351.12,16.18
2-Heptanone,,419.05,12.22
4-Heptanone,,415.72,14.34
"2,4-Dimethyl-3-pentanone",,413.61,17.93
2-Octanone,,482.6,12.3
"2,6-Dimethyl-4-heptanone",,534.05,20.92
2-Nonanone,,546.14,12.38
2-Decanone,,609.69,12.45
2-Undecanone,,673.24,12.53
Methoxymethane,,147.87,12.76
Methoxyethane,,225.73,12.67
1-Methoxypropane,,289.28,12.75
2-Methoxypropane,,289.28,25.38
Diethyl ether,,303.6,12.59
1-Methoxy-2-methylpropane,,348.45,16.69
2-Ethoxypropane,,367.14,25.34
2-Methoxy-2-Methylpropane,,330.0,22.33
1-Methoxybutane,,352.83,12.82
1-Ethoxypropane,,362.89,14.22
2-Methoxybutane,,352.82,25.42
1-Methoxypentane,,416.37,12.89
Isopropyl Propyl Ether,,422.17,26.98
1-Ethoxybutane,,426.43,14.29
2-Ethoxy-2-methylpropane,,407.86,22.29
2-Methoxy-2-methylbutane,,393.55,22.37
1-Propoxybutane,,494.24,12.81
1-Methoxyhexane,,479.92,12.97
2-Ethoxy-2-methylbutane,,467.15,23.25
"1,2-Dimethoxyethane",,246.48,23.79
"1,3-Dimethoxypropane",,259.05,17.52
1-Ethoxy-2-methoxyethane,,320.08,24.61
"1,2-Diethoxyethane",,393.69,25.41
1-Methoxy-2-propoxyethane,,387.89,23.79
"1,4-Dimethoxybutane",,322.6,17.58
1-Butoxy-2-methoxypropane,,464.0,28.11
"1,5-Dimethoxypentane",,386.14,17.63
"1,3-Diethoxypropane",,406.26,19.66
"1,4-Diethoxybutane",,469.81,19.71
"1,2-Dipropoxyethane",,529.3,23.78
"1,2-Dibutoxyethane",,656.39,23.86
Anesthenyl,,179.64,19.69
"1,1-Dimethoxyethane",,261.93,14.58
"1,1-Diethoxymethane",,335.36,19.58
"1,1-Diethoxyethane",,417.65,14.44
Diglyme,,345.09,31.14
Diethylene glycol diethyl ether,,492.3,32.39
Triglyme,,443.69,37.05
Diethylene glycol dibutyl ether,,755.0,31.19
Tetraglyme,,542.3,42.14
Alpha-Phellandrene,,482.13,23.94
Alpha-pinene,,383.95,4.92
Alpha-Terpinene,,514.96,11.8
Beta-myrcene,,696.96,38.45
Beta-pinene,,369.25,11.93
Camphene,,505.53,12.15
Gamma-Terpinene,,514.96,11.8
Limonene,,604.74,33.18
Sabinene,,500.26,16.04
Terpinolene,,584.12,23.37
Tricyclene,,383.95,4.92
Methyl Formate,,161.57,13.97
Ethyl Formate,,239.43,13.89
Propyl Formate,,302.98,13.96
Isopropyl Formate,,302.97,26.01
Isobutyl Formate,,362.14,17.63
Butyl Formate,,366.52,14.03
Isopentyl Formate,,425.69,17.69
Pentyl Formate,,430.07,14.1
Hexyl Formate,,493.62,14.16
Methyl Acetate,,196.97,12.16
Ethyl Acetate,,274.83,12.08
Isopropyl Acetate,,338.37,25.09
Propyl Acetate,,334.12,13.77
Isobutyl Acetate,,397.54,16.24
Butyl Acetate,,397.67,13.84
tert-Butyl Acetate,,379.09,22.0
sec-Butyl Acetate,,397.66,25.94
n-Pentyl Acetate,,461.21,13.9
Isopentyl Acetate,,456.83,17.53
n-Hexyl Acetate,,524.76,13.97
Methyl Propionate,,257.19,14.35
Ethyl Propionate,,330.79,15.68
Propyl Propionate,,398.6,14.35
Isopropyl Propionate,,390.08,27.77
Isobutyl Propionate,,457.76,17.94
Butyl Propionate,,462.14,14.41
Pentyl Propionate,,525.69,14.48
Methyl Butyrate,,320.73,14.42
Ethyl Butyrate,,394.34,15.74
Isopropyl Butyrate,,453.63,27.8
Propyl Butyrate,,462.14,14.41
Butyl Butyrate,,525.69,14.48
Isobutyl Butyrate,,521.31,17.99
Methyl Isobutyrate,,319.68,16.3
Ethyl Isobutyrate,,397.54,16.24
Isobutyl Isobutyrate,,520.25,19.54
Methyl Pentanoate,,384.28,14.48
Ethyl Pentanoate,,457.89,15.8
Butyl Pentanoate,,589.24,14.54
Ethyl Isopentanoate,,453.51,19.07
Methyl Pivalate,,355.14,29.31
Ethyl Pivalate,,433.0,29.27
Methyl Hexanoate,,447.83,14.55
Ethyl Hexanoate,,521.43,15.86
Methyl Heptanoate,,511.38,14.61
Methyl Octanoate,,574.92,14.68
Ethyl Octanoate,,648.53,15.97
Ethyl 2-Methylbutanoate,,461.09,16.3
Methyl Nonanoate,,638.47,14.74
Ethyl Decanoate,,775.62,16.09
Methanethiol,,217.97,18.05
Ethanethiol,,266.45,17.8
1-Propanethiol,,330.0,17.85
1-Butanethiol,,393.55,17.91
1-Pentanethiol,,457.09,17.96
1-Hexanethiol,,520.64,18.01
1-Heptanethiol,,584.19,18.06
2-Butanethiol,,423.55,17.3
2-Methyl-2-propanethiol,,487.98,17.48
3-Methylbutanethiol,,452.71,20.9
Dimethyl Sulfide,,237.99,11.92
Diethyl Sulfide,,334.96,11.15
Methyl propyl Sulfide,,350.02,11.62
Diisopropyl Sulfide,,522.06,9.26
Dipropyl Sulfide,,462.05,11.32
Carbon Disulfide,,0.0,0.0
Dimethyl Disulfide,,276.01,13.55
Diethyl Disulfide,,372.99,12.88
Dimethyl Trisulfide,,276.01,13.55
Dipropyl Disulfide,,500.08,13.03
Acetonitrile,,144.37,8.34
Propanenitrile,,209.88,19.24
Butanenitrile,,273.43,19.29
2-Methylpropanenitrile,,267.08,13.69
Pentanenitrile,,336.97,19.34
Hexanenitrile,,400.52,19.39
Octanenitrile,,527.61,19.49
Butanedinitrile,,163.79,26.92
Pentanedinitrile,,227.34,26.95
Hexanedinitrile,,290.89,26.99
"2,2'-Oxybispropane",,430.68,33.55
"1,1'-Oxybispropane",,430.69,12.74
isobutyl ether,,549.02,19.86
"1,1'-Oxybisbutane",,557.78,12.89
Methane,,220.08,6.56
Ethane,,291.33,10.72
Propane,,319.51,4.24
n-Butane,,383.06,4.46
n-Pentane,,446.61,4.67
n-Hexane,,510.15,4.86
n-Heptane,,573.7,5.05
n-Octane,,637.25,5.24
n-Nonane,,700.79,5.41
n-Decane,,764.34,5.58
n-Undecane,,827.89,5.75
n-Dodecane,,891.44,5.91
n-Tridecane,,954.98,6.07
n-Tetradecane,,1018.53,6.22
2-Methylpropane,,378.68,11.58
"2,2-Dimethylpropane",,441.86,15.07
2-Methylbutane,,442.22,11.66
"2,2-Dimethylbutane",,505.41,15.13
"2,3-Dimethylbutane",,501.39,15.87
2-Methylpentane,,505.77,11.74
3-Methylpentane,,505.77,11.74
"2,2-Dimethylpentane",,568.96,15.19
"2,3-Dimethylpentane",,564.94,15.93
"2,4-Dimethylpentane",,564.94,15.93
2-Methylhexane,,569.32,11.82
"3,3-Dimethylpentane",,568.96,15.19
3-Methylhexane,,569.32,11.82
"2,2,4-Trimethylpentane",,628.12,18.62
"2,3,4-Trimethylpentane",,624.1,19.23
3-Methylheptane,,632.87,11.9
"2,2,5-Trimethylhexane",,691.67,18.67
2-Methyloctane,,696.41,11.98
4-Methyloctane,,696.41,11.98
Ethene,,237.0,18.56
Propene,,289.18,14.95
"1,3-Butadiene",,322.4,20.76
1-Butene,,352.73,15.01
